PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139133.6.wgt.RDat	ENSG00000139133.6	12	34024134	34024135	0.0690	rs10844624	-3.42	rs2171534	 0.064219	  4.41	 1.4219	225	  1	top1	0.064	3.8e-05	 1.4219	1.55e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000175548.8.wgt.RDat	ENSG00000175548.8	12	38316577	38316578	0.0938	rs7485262	 3.52	rs11168235	 0.045956	 -4.28	-0.2899	229	  1	top1	0.046	0.00045	 0.2899	7.72e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000151229.12.wgt.RDat	ENSG00000151229.12	12	40106088	40106089	0.1609	rs4129477	-2.59	rs10784359	 0.126550	 -5.87	-0.9538	511	511	susie	0.15	3.6e-10	 0.7439	4.57e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000151233.10.wgt.RDat	ENSG00000151233.10	12	42144878	42144879	0.2638	rs10880333	-3.94	rs7135955	 0.091496	 -5.64	-1.2500	407	  6	lasso	0.12	1.1e-08	 1.4180	1.56e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139168.7.wgt.RDat	ENSG00000139168.7	12	42326117	42326118	0.1547	rs11181613	-4.47	rs12658	 0.134238	  5.98	-2.1429	427	  1	top1	0.13	2.3e-09	-2.1429	3.21e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000257225.1.wgt.RDat	ENSG00000257225.1	12	42460665	42460666	0.2282	rs11181613	-4.47	rs10880285	 0.175052	  6.99	-2.8791	416	416	susie	0.18	1.6e-12	-2.7383	6.18e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000257261.5.wgt.RDat	ENSG00000257261.5	12	46383678	46383679	0.3303	rs10880868	 4.11	rs1492888	 0.129380	  5.76	-0.1127	345	  1	top1	0.13	4.7e-09	-0.1127	9.10e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000272369.1.wgt.RDat	ENSG00000272369.1	12	46537501	46537502	0.1428	rs2408459	 3.64	rs12824716	 0.037088	  4.36	 0.8800	375	  1	top1	0.037	0.0015	 0.8800	3.79e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139209.15.wgt.RDat	ENSG00000139209.15	12	46832407	46832408	0.1475	rs9669403	-2.92	rs2465585	 0.094554	 -5.39	-1.1728	373	373	susie	0.099	3.3e-07	 1.1981	2.31e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000134291.11.wgt.RDat	ENSG00000134291.11	12	47963568	47963569	0.1780	rs12819124	-4.67	rs4760674	 0.015793	  4.32	-2.2154	511	 18	enet	0.028	0.0049	-1.8366	6.63e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000240399.1.wgt.RDat	ENSG00000240399.1	12	48055590	48055591	0.2292	rs12819124	-4.67	rs2269933	 0.131605	 -6.29	 2.1449	522	 57	enet	0.15	2e-10	-2.6822	7.31e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000167528.12.wgt.RDat	ENSG00000167528.12	12	48351413	48351414	0.0998	rs12819124	-4.67	rs11168524	 0.049881	  4.39	 3.0000	474	474	susie	0.061	5.6e-05	 3.6362	2.77e-04
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139620.12.wgt.RDat	ENSG00000139620.12	12	48682237	48682238	0.1771	rs4760695	 4.63	rs7975030	 0.111930	 -6.21	 1.7231	378	 25	enet	0.16	6e-11	-0.3578	7.21e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000167535.7.wgt.RDat	ENSG00000167535.7	12	48814431	48814432	0.1457	rs2732480	-4.61	rs34014405	 0.056930	  5.31	 1.0482	345	  5	lasso	0.06	6.5e-05	 1.0567	2.91e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000239617.1.wgt.RDat	ENSG00000239617.1	12	48903812	48903813	0.1097	rs4760708	 3.14	rs6580696	 0.046193	  4.02	 1.0154	337	  1	top1	0.046	0.00044	 1.0154	3.10e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139537.10.wgt.RDat	ENSG00000139537.10	12	48904109	48904110	0.1757	rs4760708	 3.14	rs4760663	 0.177841	 -7.15	 1.5909	337	337	susie	0.19	4.5e-13	-1.3372	1.81e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139636.15.wgt.RDat	ENSG00000139636.15	12	49110897	49110898	0.1253	rs9919740	 3.47	rs2753	 0.040776	 -4.38	-0.0588	313	313	susie	0.071	1.6e-05	-0.2233	8.23e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000258017.1.wgt.RDat	ENSG00000258017.1	12	49131170	49131171	0.0909	rs9919740	 3.47	rs7969967	 0.081373	 -5.03	-0.0441	309	  1	top1	0.081	3.7e-06	 0.0441	9.65e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000167553.15.wgt.RDat	ENSG00000167553.15	12	49208545	49208546	0.1264	rs4133070	-3.69	rs2270741	 0.070100	 -4.83	 1.2512	300	  7	lasso	0.086	1.9e-06	-1.2064	2.28e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000178401.14.wgt.RDat	ENSG00000178401.14	12	49346916	49346917	0.3426	rs10875976	 4.62	rs11609549	 0.187216	 -6.97	-0.6694	300	  1	top1	0.19	1e-12	 0.6694	5.03e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000123352.17.wgt.RDat	ENSG00000123352.17	12	49366583	49366584	0.1355	rs7138803	 5.18	rs11609549	 0.009212	 -3.79	-0.6694	299	  7	lasso	0.022	0.012	 0.4486	6.54e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000135472.8.wgt.RDat	ENSG00000135472.8	12	49904216	49904217	0.1408	rs7138803	 5.18	rs6580724	 0.015024	 -4.54	-0.2152	330	  4	lasso	0.032	0.0031	-0.1938	8.46e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000178449.8.wgt.RDat	ENSG00000178449.8	12	50111978	50111979	0.1071	rs7138803	 5.18	rs17124432	 0.084063	  4.79	 1.1692	306	  1	top1	0.084	2.6e-06	 1.1692	2.42e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000272368.2.wgt.RDat	ENSG00000272368.2	12	50123363	50123364	0.0654	rs7138803	 5.18	rs1044370	-0.003356	  3.80	 0.4328	308	308	susie	0.0065	0.11	 0.4258	6.70e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139624.12.wgt.RDat	ENSG00000139624.12	12	50167532	50167533	0.0806	rs7138803	 5.18	rs3184122	 0.041689	 -4.28	 0.8060	306	306	susie	0.047	0.00037	-0.9310	3.52e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139629.15.wgt.RDat	ENSG00000139629.15	12	51392866	51392867	0.1912	rs10876188	-3.19	rs6580827	 0.071827	  4.95	-1.2121	410	 21	enet	0.093	7.8e-07	-1.3685	1.71e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000050438.16.wgt.RDat	ENSG00000050438.16	12	51403072	51403073	0.1530	rs10876188	-3.19	rs6580833	 0.072786	 -4.60	 0.8601	413	413	susie	0.087	1.7e-06	 0.4002	6.89e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000257542.4.wgt.RDat	ENSG00000257542.4	12	52079695	52079696	0.2308	rs4512905	 2.84	rs2272485	 0.110999	 -5.84	 0.6800	632	632	susie	0.12	2.3e-08	-0.1855	8.53e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000135480.15.wgt.RDat	ENSG00000135480.15	12	52232519	52232520	0.1515	rs303793	 2.82	rs10783507	-0.004137	  3.49	 0.3676	727	727	susie	0.016	0.026	-0.1354	8.92e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000170442.11.wgt.RDat	ENSG00000170442.11	12	52249299	52249300	0.1202	rs303793	 2.82	rs7136664	 0.005474	  3.70	 0.1765	742	  1	top1	0.0055	0.13	 0.1765	8.60e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000170421.12.wgt.RDat	ENSG00000170421.12	12	52949919	52949920	0.3575	rs12426681	-2.43	rs4351899	 0.192992	  7.70	 1.6406	614	614	susie	0.26	1.8e-17	 1.8759	6.07e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000063046.17.wgt.RDat	ENSG00000063046.17	12	53006157	53006158	0.1918	rs12426681	-2.43	rs7485642	 0.095950	  6.05	 0.5233	594	594	susie	0.16	4.9e-11	 0.7622	4.46e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000111077.17.wgt.RDat	ENSG00000111077.17	12	53047050	53047051	0.1596	rs12426681	-2.43	rs7315980	 0.049692	 -5.10	 0.1983	562	  5	lasso	0.067	2.5e-05	-0.1524	8.79e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139651.10.wgt.RDat	ENSG00000139651.10	12	53180699	53180700	0.2821	rs12426681	-2.43	rs2272297	 0.153475	  6.62	 1.1739	478	  5	lasso	0.16	4.5e-11	 0.6112	5.41e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000185591.9.wgt.RDat	ENSG00000185591.9	12	53380175	53380176	0.1106	rs6580967	-2.44	rs7954735	 0.025768	 -4.06	 0.3529	404	 17	enet	0.046	0.00043	 0.8557	3.92e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000270175.1.wgt.RDat	ENSG00000270175.1	12	53500919	53500920	0.1185	rs4759311	-3.23	rs7956001	 0.093221	 -5.02	-1.0968	418	  1	top1	0.093	7.3e-07	 1.0968	2.73e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000170653.18.wgt.RDat	ENSG00000170653.18	12	53626409	53626410	0.1277	rs10876529	-3.76	rs10783598	-0.000191	 -3.75	-0.7162	407	 27	enet	0.022	0.012	-0.1023	9.19e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000135390.17.wgt.RDat	ENSG00000135390.17	12	53677407	53677408	0.2298	rs1872635	-4.91	rs10876481	 0.126345	  6.25	-0.6714	417	417	susie	0.14	5.6e-10	-0.8090	4.19e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000248265.1.wgt.RDat	ENSG00000248265.1	12	54058253	54058254	0.3073	rs1872635	-4.91	rs2279402	 0.214675	 -7.33	 2.1077	421	  1	top1	0.21	1.5e-14	-2.1077	3.51e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000250742.2.wgt.RDat	ENSG00000250742.2	12	54126097	54126098	0.1330	rs1872635	-4.91	rs2279402	 0.101592	 -5.48	 2.1077	440	  1	top1	0.1	2.3e-07	-2.1077	3.51e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000260470.1.wgt.RDat	ENSG00000260470.1	12	54146294	54146295	0.1560	rs1872635	-4.91	rs1872635	 0.055198	  4.90	-4.9130	435	435	susie	0.06	6.8e-05	-2.6406	8.28e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000123415.15.wgt.RDat	ENSG00000123415.15	12	54189007	54189008	0.5109	rs1872635	-4.91	rs2279402	 0.205591	  7.27	 2.1077	453	 51	enet	0.33	9.3e-23	 3.0719	2.13e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000123405.13.wgt.RDat	ENSG00000123405.13	12	54301120	54301121	0.1276	rs1872635	-4.91	rs11170866	-0.003424	 -3.06	-1.6458	430	430	susie	0.018	0.02	 2.5941	9.48e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000135424.15.wgt.RDat	ENSG00000135424.15	12	55716035	55716036	0.1464	rs2291267	 2.75	rs3759097	 0.079589	 -4.71	-1.2308	305	  1	top1	0.08	4.7e-06	 1.2308	2.18e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139531.12.wgt.RDat	ENSG00000139531.12	12	55997179	55997180	0.4288	rs2291267	 2.75	rs705699	 0.293693	 -8.92	-0.5538	291	291	susie	0.37	5.1e-26	 0.7932	4.28e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000123411.14.wgt.RDat	ENSG00000123411.14	12	56007658	56007659	0.1119	rs2291267	 2.75	rs3213122	 0.014445	  4.27	-0.6441	283	 20	enet	0.093	7e-07	 0.8104	4.18e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000197728.9.wgt.RDat	ENSG00000197728.9	12	56041852	56041853	0.8473	rs2291267	 2.75	rs10876864	 0.769947	 13.67	-1.0461	288	 33	enet	0.81	5.1e-88	-0.9059	3.65e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000258199.1.wgt.RDat	ENSG00000258199.1	12	56190283	56190284	0.0903	rs2291267	 2.75	rs4759226	 0.005167	 -3.65	-1.0443	266	266	susie	0.027	0.0061	-0.6065	5.44e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139540.11.wgt.RDat	ENSG00000139540.11	12	56230048	56230049	0.2238	rs17118953	 3.25	rs17118403	 0.223654	  7.43	-1.4400	255	  1	top1	0.22	3.6e-15	-1.4400	1.50e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000139645.9.wgt.RDat	ENSG00000139645.9	12	56258390	56258391	0.0804	rs17118953	 3.25	rs12580100	 0.018640	  3.50	-1.6526	253	 29	enet	0.04	0.001	-2.2059	2.74e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000257303.1.wgt.RDat	ENSG00000257303.1	12	56300141	56300142	0.1382	rs17118953	 3.25	rs705703	 0.014237	 -3.84	 0.7650	256	 14	lasso	0.058	8.4e-05	 0.4329	6.65e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000110944.8.wgt.RDat	ENSG00000110944.8	12	56334173	56334174	0.1950	rs17118953	 3.25	rs773652	 0.109208	  5.76	-1.4355	263	263	susie	0.12	2.8e-08	-1.4886	1.37e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000166881.9.wgt.RDat	ENSG00000166881.9	12	57088062	57088063	0.2602	rs17118953	 3.25	rs34393899	 0.012629	  4.46	 2.0968	334	 61	enet	0.073	1.2e-05	 0.4548	6.49e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000182379.9.wgt.RDat	ENSG00000182379.9	12	57216794	57216795	0.1002	rs17118953	 3.25	rs6581128	 0.038519	  3.82	-1.5294	346	  3	lasso	0.042	0.00074	-1.5064	1.32e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000185633.10.wgt.RDat	ENSG00000185633.10	12	57240714	57240715	0.1031	rs2277339	 3.00	rs4075325	-0.000253	  2.99	-0.4531	349	  1	top1	-0.00025	0.33	-0.4531	6.50e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000155980.11.wgt.RDat	ENSG00000155980.11	12	57549997	57549998	0.0859	rs7301155	-2.57	rs10747786	 0.003578	 -4.04	-2.1194	339	339	susie	0.02	0.015	 2.1316	3.30e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000166908.17.wgt.RDat	ENSG00000166908.17	12	57591173	57591174	0.1346	rs7301155	-2.57	rs10783827	 0.001394	 -3.63	 0.3333	344	  1	top1	0.0014	0.25	-0.3333	7.39e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000123427.16.wgt.RDat	ENSG00000123427.16	12	57771605	57771606	0.4032	rs41401546	 2.37	rs4646536	 0.374919	  9.95	-1.4706	353	  3	lasso	0.41	3.2e-29	-1.3910	1.64e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000123297.17.wgt.RDat	ENSG00000123297.17	12	57782588	57782589	0.0868	rs41401546	 2.37	rs10877011	 0.079526	 -4.90	-1.2239	353	353	susie	0.08	4.3e-06	 1.5051	1.32e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000166896.7.wgt.RDat	ENSG00000166896.7	12	57941540	57941541	0.4118	rs11172590	-2.82	rs10877041	 0.392447	 -9.80	-1.5294	413	413	susie	0.39	3.5e-28	 1.5441	1.23e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000061987.14.wgt.RDat	ENSG00000061987.14	12	62466816	62466817	0.1647	rs11174276	 3.59	rs1245651	 0.002070	  3.85	-0.6761	527	 22	enet	0.055	0.00014	 1.1656	2.44e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000257354.2.wgt.RDat	ENSG00000257354.2	12	62613604	62613605	0.2239	rs7308021	 3.22	rs767390	 0.056342	 -5.08	 0.5441	521	 15	enet	0.1	2.9e-07	-1.2373	2.16e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000177990.11.wgt.RDat	ENSG00000177990.11	12	63668848	63668849	0.4505	rs4107159	-3.12	rs12231958	 0.187957	 -7.40	-1.5270	324	 34	enet	0.26	4.8e-18	 0.9918	3.21e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000196935.8.wgt.RDat	ENSG00000196935.8	12	63844292	63844293	0.2151	rs4107159	-3.12	rs789744	 0.158641	  6.34	-1.1233	298	  3	lasso	0.16	2.9e-11	-1.1571	2.47e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000255693.1.wgt.RDat	ENSG00000255693.1	12	64883393	64883394	0.5742	rs269790	-2.79	rs7311657	 0.307015	 -8.76	 1.0000	322	 13	lasso	0.39	1.7e-27	-0.9788	3.28e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000156076.9.wgt.RDat	ENSG00000156076.9	12	65121565	65121566	0.0638	rs269790	-2.79	rs3816340	 0.020403	  3.55	-0.6866	323	323	susie	0.021	0.014	-1.1481	2.51e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000174106.2.wgt.RDat	ENSG00000174106.2	12	65169570	65169571	0.0776	rs269790	-2.79	rs2133323	 0.038309	  4.13	-1.4783	311	  1	top1	0.038	0.0013	-1.4783	1.39e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000239335.4.wgt.RDat	ENSG00000239335.4	12	66130768	66130769	0.5780	rs2583940	 9.43	rs1168765	 0.531533	-11.67	-1.0000	465	465	susie	0.55	1.6e-43	 1.0221	3.07e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000155957.17.wgt.RDat	ENSG00000155957.17	12	66170071	66170072	0.1681	rs2583940	 9.43	rs11176035	 0.101288	 -5.62	-1.8806	480	  4	lasso	0.12	2.4e-08	 1.6828	9.24e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000127311.9.wgt.RDat	ENSG00000127311.9	12	66302544	66302545	0.3527	rs2583940	 9.43	rs2118138	 0.322667	 -9.08	-2.2812	488	488	susie	0.33	8.2e-23	 2.1905	2.85e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000111530.12.wgt.RDat	ENSG00000111530.12	12	67269280	67269281	0.2108	rs17781705	 3.82	rs698123	 0.174358	 -7.34	 1.5882	527	527	susie	0.2	1.5e-13	-1.5805	1.14e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000111554.14.wgt.RDat	ENSG00000111554.14	12	68332380	68332381	0.2727	rs7975682	-2.47	rs10506559	 0.184231	  6.87	 0.4605	525	525	susie	0.19	9.3e-13	 0.4024	6.87e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000111581.9.wgt.RDat	ENSG00000111581.9	12	68686733	68686734	0.2531	rs3906871	-2.61	rs2468418	 0.230454	 -7.55	-0.7101	524	  1	top1	0.23	1.2e-15	 0.7101	4.78e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000256678.1.wgt.RDat	ENSG00000256678.1	12	68805478	68805479	0.1793	rs2231700	 3.68	rs12810179	 0.070853	  4.64	 1.0143	487	  1	top1	0.071	1.6e-05	 1.0143	3.10e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000274979.1.wgt.RDat	ENSG00000274979.1	12	69331881	69331882	0.2750	rs2231700	 3.68	rs315122	 0.154674	  6.41	 2.4429	532	  5	lasso	0.17	2e-11	 2.7407	6.13e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000090382.6.wgt.RDat	ENSG00000090382.6	12	69348340	69348341	0.1374	rs2231700	 3.68	rs317689	 0.102150	  5.73	 3.0141	531	531	susie	0.12	1.6e-08	 2.8411	4.50e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000127337.6.wgt.RDat	ENSG00000127337.6	12	69359702	69359703	0.2749	rs2231700	 3.68	rs315129	 0.110651	  7.05	 0.5031	523	523	susie	0.24	4e-16	 1.5194	1.29e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000166225.8.wgt.RDat	ENSG00000166225.8	12	69470348	69470349	0.1222	rs2231700	 3.68	rs221102	 0.088517	 -5.07	-1.1562	559	  1	top1	0.089	1.4e-06	 1.1563	2.48e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000127325.18.wgt.RDat	ENSG00000127325.18	12	69699475	69699476	0.1458	rs2231700	 3.68	rs710711	 0.115262	  5.60	 0.3231	555	  1	top1	0.12	3.4e-08	 0.3231	7.47e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000127328.21.wgt.RDat	ENSG00000127328.21	12	69738680	69738681	0.2098	rs2231700	 3.68	rs2061439	 0.072125	  5.02	-0.4242	557	 18	enet	0.12	3.2e-08	-0.0974	9.22e-01
